address,bedrooms,carpet_area,carp_area_unit,floors,location,price,price_per_sq_ft
"Pune, Maharashtra",2,875,,32,"18.601732750311,73.7220719182405",11800000,9992
"Pune, Maharashtra",3,1047,,,"18.532526,73.944996",9877000,
"Pune, Maharashtra",2,838,,,"18.5046404,73.7649625",9500000,8684
"Pune, Maharashtra",3,1209,,11,"18.5527185,73.9454065",15200000,10483
"Pune, Maharashtra",3,1550,,34,"18.5599716,73.7838163",28000000,14359
"Pune, Maharashtra",3,1060,,20,"18.4509142546204,73.9159532114877",8260000,5900
"Pune, Maharashtra",2,,,7,"18.5057078629585,73.8059355451102",9000000,9524
"Pune, Maharashtra",3,1150,,22,"18.5810936,73.771877",15555555,11371
"Pune, Maharashtra",2,750,,6,,2700000,2700
"Pune, Maharashtra",2,,,8,"18.5721265707285,73.7570589491508",7500000,9615
"Pune, Maharashtra",2,850,,9,"18.5476795,73.901482",14000000,12891
"Pune, Maharashtra",2,670,,6,"18.7597578,73.5958671",3500000,4172
"Pune, Maharashtra",2,1030,,12,"18.6536881,73.7400954",7500000,6250
"Pune, Maharashtra",2,1000,,5,"18.5469121,73.7564974",4100000,2993
"Pune, Maharashtra",2,,,4,"18.5670809479105,73.9171057653814",11500000,10859
"Pune, Maharashtra",2,,,11,"18.5768131896138,73.9780692718883",6700000,6700
"Pune, Maharashtra",2,678,,11,"18.446079,73.804951",6050000,6315
"Pune, Maharashtra",2,927,,5,,12000000,10372
"Pune, Maharashtra",2,800,,7,"18.5925615,73.7971225",12000000,12060
"Pune, Maharashtra",2,800,,10,"18.5911585,73.9260013",7000000,7000
"Pune, Maharashtra",3,,,4,"18.5925615,73.7971225",12000000,9615
"Pune, Maharashtra",3,723,,12,"18.4942918,73.7214535",6000000,
"Pune, Maharashtra",3,1117,,6,"18.5063185,73.8326625",25500000,16977
"Pune, Maharashtra",2,,,4,"18.4528812588618,73.8240325328756",6700000,6321
"Pune, Maharashtra",2,,,7,"18.6536881,73.7400954",7500000,9494
"Pune, Maharashtra",2,744,,14,"18.4509142546204,73.9159532114877",5700000,5470
"Pune, Maharashtra",2,,,11,"18.5915090200973,73.8965510533003",5200000,7202
"Pune, Maharashtra",3,1123,,18,"18.537941505528,73.7969848127362",19000000,12459
"Pune, Maharashtra",2,,,3,"18.5010967026398,73.9358682814506",6800000,8608
"Pune, Maharashtra",3,,,22,"18.601256,73.7645369",16500000,17188
"Pune, Maharashtra",2,,,5,"18.5228754199699,73.985179560855",4500000,3750
"Pune, Maharashtra",2,,,11,"18.5768131896138,73.9780692718883",4500000,5806
"Pune, Maharashtra",2,857,,7,"18.4927744756753,73.932903047249",6200000,7235
"Pune, Maharashtra",2,680,,12,"18.5978181755177,73.9327595619803",5500000,
"Pune, Maharashtra",2,,,2,"18.505155230834,73.8568591413868",2000000,5556
"Pune, Maharashtra",2,,,14,"18.517932,73.906719",12000000,9231
"Pune, Maharashtra",2,,,12,"18.443965,73.809382",6600000,6346
"Pune, Maharashtra",2,950,,4,"18.468449,73.914135",5500000,5198
"Pune, Maharashtra",2,794,,4,"18.6269353371866,73.8744896696036",5000000,6017
