city_name,bathrooms,address,carpet_area,floors,price,price_per_sq_ft
Agra,1,"Agra, Uttar Pradesh",,5,3500000,3500
Agra,3,"Agra, Uttar Pradesh",,8,5000000,2941
Agra,2,"Agra, Uttar Pradesh",845,,320000,356
Agra,2,"Agra, Uttar Pradesh",1000,2,3800000,3800
Agra,2,"Agra, Uttar Pradesh",650,17,5300000,5889
Agra,2,"Agra, Uttar Pradesh",1500,2,8500000,5312
Agra,1,"Agra, Uttar Pradesh",,,14500000,9647
Agra,2,"Agra, Uttar Pradesh",,3,2300000,2556
Agra,2,"Agra, Uttar Pradesh",,4,3700000,3096
Agra,2,"Agra, Uttar Pradesh",167,,10000000,
Agra,2,"Agra, Uttar Pradesh",540,5,3400000,4595
Agra,2,"Agra, Uttar Pradesh",1350,10,5500000,
Agra,1,"Agra, Uttar Pradesh",900,,3200000,3556
Agra,2,"Agra, Uttar Pradesh",900,,4499000,4017
Agra,1,"Agra, Uttar Pradesh",,,2500000,3472
Agra,2,"Agra, Uttar Pradesh",22284,1,3700000,1661
Agra,1,"Agra, Uttar Pradesh",,,1700000,1749
Agra,4,"Agra, Uttar Pradesh",,1,60000000,23438
Agra,4,"Agra, Uttar Pradesh",1615,1,23800000,13222
Agra,2,"Agra, Uttar Pradesh",,5,5000000,4545
Agra,2,"Agra, Uttar Pradesh",,1,6000000,4444
Agra,2,"Agra, Uttar Pradesh",,3,3000000,3000
Agra,2,"Agra, Uttar Pradesh",,14,3700000,3524
Agra,2,"Agra, Uttar Pradesh",115,1,3550000,3233
Agra,3,"Agra, Uttar Pradesh",,1,6000000,5556
Agra,3,"Agra, Uttar Pradesh",802,,4500000,5263
Agra,4,"Agra, Uttar Pradesh",480,,90000000,
Agra,3,"Agra, Uttar Pradesh",,16,9000000,5034
Agra,2,"Agra, Uttar Pradesh",920,1,2500000,2717
Agra,2,"Agra, Uttar Pradesh",,5,11000000,5946
Agra,2,"Agra, Uttar Pradesh",,3,5000000,5051
Agra,2,"Agra, Uttar Pradesh",1350,8,6500000,
Agra,3,"Agra, Uttar Pradesh",1600,3,4000000,2469
Agra,2,"Agra, Uttar Pradesh",100,2,3000000,2976
Agra,2,"Agra, Uttar Pradesh",,,6000000,4329
Agra,3,"Agra, Uttar Pradesh",1550,4,3500000,2059
Agra,3,"Agra, Uttar Pradesh",,11,7500000,4098
Agra,4,"Agra, Uttar Pradesh",,,12500000,3906
Agra,2,"Agra, Uttar Pradesh",736,,4299000,4673
Agra,2,"Agra, Uttar Pradesh",,5,3500000,3302
Agra,3,"Agra, Uttar Pradesh",,6,7000000,3084
Agra,2,"Agra, Uttar Pradesh",1650,4,5500000,3929
Agra,3,"Agra, Uttar Pradesh",,13,6800000,4060
Agra,3,"Agra, Uttar Pradesh",,7,8000000,4571
Agra,2,"Agra, Uttar Pradesh",1108,3,3600000,2769
Agra,3,"Agra, Uttar Pradesh",1500,,28000000,7977
Agra,2,"Agra, Uttar Pradesh",949,,2500000,2632
Agra,2,"Agra, Uttar Pradesh",,3,4600000,3680
Agra,2,"Agra, Uttar Pradesh",,14,3000000,3086
Agra,3,"Agra, Uttar Pradesh",,2,8000000,4706
Agra,2,"Agra, Uttar Pradesh",950,2,6000000,6000
Agra,3,"Agra, Uttar Pradesh",,12,6800000,4060
Agra,2,"Agra, Uttar Pradesh",,2,2200000,1940
Agra,2,"Agra, Uttar Pradesh",,1,4500000,5000
Agra,2,"Agra, Uttar Pradesh",1080,5,5500000,4583
Agra,2,"Agra, Uttar Pradesh",1125,,4800000,3840
Agra,1,"Agra, Uttar Pradesh",,2,5000000,3846
Agra,2,"Agra, Uttar Pradesh",110,2,3200000,2634
Agra,2,"Agra, Uttar Pradesh",,,3000000,3750
Agra,3,"Agra, Uttar Pradesh",,6,7999999,4762
Agra,2,"Agra, Uttar Pradesh",,3,2700000,3600
Agra,3,"Agra, Uttar Pradesh",,13,8000000,4776
Agra,2,"Agra, Uttar Pradesh",835,9,3200000,3832
Agra,3,"Agra, Uttar Pradesh",220,,15000000,7576
Agra,2,"Agra, Uttar Pradesh",,2,42500000,17172
Agra,2,"Agra, Uttar Pradesh",950,4,3500000,
Agra,2,"Agra, Uttar Pradesh",,,6500000,49618
Agra,3,"Agra, Uttar Pradesh",,,5000000,4831
Agra,3,"Agra, Uttar Pradesh",1800,6,14500000,8056
Agra,3,"Agra, Uttar Pradesh",1545,,4400000,2750
Agra,2,"Agra, Uttar Pradesh",127,1,7500000,
Agra,2,"Agra, Uttar Pradesh",,11,5600000,4392
Agra,2,"Agra, Uttar Pradesh",,1,3250000,3171
Agra,2,"Agra, Uttar Pradesh",,14,3500000,4000
Agra,2,"Agra, Uttar Pradesh",,5,5500000,4000
Agra,3,"Agra, Uttar Pradesh",1350,,4400000,4400
Agra,2,"Agra, Uttar Pradesh",,2,3000000,2667
Agra,1,"Agra, Uttar Pradesh",672,,3200000,4762
Agra,3,"Agra, Uttar Pradesh",1286,3,7200000,
Agra,2,"Agra, Uttar Pradesh",2000,2,4500000,3667
Agra,2,"Agra, Uttar Pradesh",1033,9,6700000,5313
Agra,2,"Agra, Uttar Pradesh",,1,1800000,1818
Agra,2,"Agra, Uttar Pradesh",,4,3000000,2500
Agra,3,"Agra, Uttar Pradesh",,12,10500000,5553
Agra,2,"Agra, Uttar Pradesh",,11,6300000,5185
Agra,2,"Agra, Uttar Pradesh",150,2,4500000,
Agra,2,"Agra, Uttar Pradesh",2200,1,20000000,8000
Agra,3,"Agra, Uttar Pradesh",,10,5000000,3846
Agra,1,"Agra, Uttar Pradesh",536,13,1925000,2794
Agra,2,"Agra, Uttar Pradesh",,9,3100000,3348
Agra,3,"Agra, Uttar Pradesh",1251,,5500000,3667
Agra,2,"Agra, Uttar Pradesh",800,13,3600000,3673
Agra,2,"Agra, Uttar Pradesh",,4,2600000,2364
Agra,1,"Agra, Uttar Pradesh",,,4500000,8361
Agra,2,"Agra, Uttar Pradesh",,3,2600000,3250
Agra,2,"Agra, Uttar Pradesh",,1,7500000,625
Agra,1,"Agra, Uttar Pradesh",400,,9500000,19000
Agra,2,"Agra, Uttar Pradesh",1176,1,8500000,4974
Agra,1,"Agra, Uttar Pradesh",,,4800000,7619
Agra,2,"Agra, Uttar Pradesh",15000,15,6750000,4500
Agra,2,"Agra, Uttar Pradesh",,,3500000,3188
Agra,2,"Agra, Uttar Pradesh",1250,2,6000000,
Agra,3,"Agra, Uttar Pradesh",1500,13,6000000,3561
Agra,,"Agra, Uttar Pradesh",,,9500000,6476
Agra,2,"Agra, Uttar Pradesh",1400,8,6500000,4483
Agra,2,"Agra, Uttar Pradesh",1,1,9000000,
Agra,1,"Agra, Uttar Pradesh",50,,1650000,33000
Agra,1,"Agra, Uttar Pradesh",72,1,3600000,5556
Agra,2,"Agra, Uttar Pradesh",,1,2500000,2572
Agra,2,"Agra, Uttar Pradesh",900,,3150000,3153
Agra,2,"Agra, Uttar Pradesh",1400,6,5500000,
Agra,2,"Agra, Uttar Pradesh",640,2,3200000,5000
Agra,3,"Agra, Uttar Pradesh",,,12000000,6000
Agra,3,"Agra, Uttar Pradesh",,2,5400000,2834
Agra,2,"Agra, Uttar Pradesh",900,3,4000000,4040
Agra,2,"Agra, Uttar Pradesh",,,12500000,8064
Agra,1,"Agra, Uttar Pradesh",,3,3900000,2786
Agra,3,"Agra, Uttar Pradesh",,,18000000,10000
Agra,2,"Agra, Uttar Pradesh",,3,3700000,3638
Agra,2,"Agra, Uttar Pradesh",,2,4200000,7292
Agra,3,"Agra, Uttar Pradesh",,14,6500000,3881
Agra,2,"Agra, Uttar Pradesh",900,,2800000,2800
Agra,2,"Agra, Uttar Pradesh",850,,3699850,3895
Agra,2,"Agra, Uttar Pradesh",845,,3499000,3499
Agra,3,"Agra, Uttar Pradesh",,,12500000,6944
Agra,2,"Agra, Uttar Pradesh",1533,,8000000,5219
Agra,2,"Agra, Uttar Pradesh",,5,3000000,2083
Agra,2,"Agra, Uttar Pradesh",,6,5500000,6875
Agra,2,"Agra, Uttar Pradesh",,11,4250000,3148
Agra,2,"Agra, Uttar Pradesh",1200,6,3500000,3500
Agra,2,"Agra, Uttar Pradesh",1790,12,8200000,
Agra,2,"Agra, Uttar Pradesh",,3,5000000,4545
Agra,1,"Agra, Uttar Pradesh",,1,5000000,4340
Agra,2,"Agra, Uttar Pradesh",,,25000000,19517
Agra,2,"Agra, Uttar Pradesh",,2,4000000,2857
Agra,2,"Agra, Uttar Pradesh",,4,7700000,4543
Agra,1,"Agra, Uttar Pradesh",225,,7500000,3704
Agra,2,"Agra, Uttar Pradesh",,12,5000000,4132
Agra,2,"Agra, Uttar Pradesh",1100,,4800000,3874
Agra,1,"Agra, Uttar Pradesh",,1,5200000,1725
Agra,2,"Agra, Uttar Pradesh",1350,,3700000,2741
Agra,3,"Agra, Uttar Pradesh",1350,8,6800000,4048
Agra,2,"Agra, Uttar Pradesh",680,1,2300000,3194
Agra,3,"Agra, Uttar Pradesh",900,,4200000,4575
Agra,1,"Agra, Uttar Pradesh",,6,4000000,5333
Agra,2,"Agra, Uttar Pradesh",,3,5500000,4264
