id,posted_date,price,price_per_sq_ft,currency,location,company_name,carpet_area,land_area_unit,balconies,bathrooms,facing,floors,city_name,bedrooms,address,covered_area,carp_area_unit,cov_area_unit,operating_since
68016383,2026-03-19T05:44:59.000Z,17500000,7292,₹,"8.4776232,76.9419803",,,12800,,4,,,Trivandrum,4,"Trivandrum, Kerala",2400,,12800,
68016409,2026-03-19T05:45:14.000Z,8000000,5961,₹,"8.5188535,76.9902276",,,,,3,,14,Trivandrum,3,"Trivandrum, Kerala",1342,,12800,
68016401,2026-03-19T05:45:12.000Z,35000000,2009,₹,"8.5188535,76.9902276",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68016399,2026-03-19T05:45:10.000Z,8700000,6004,₹,"8.4942531,76.9795811",,,,,3,,10,Trivandrum,3,"Trivandrum, Kerala",1449,,12800,
68016395,2026-03-19T05:45:08.000Z,16920000,4132,₹,"8.5173771,76.9664664",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
68016393,2026-03-19T05:45:07.000Z,15000000,8571,₹,"8.5173771,76.9664664",,,,,4,,,Trivandrum,4,"Trivandrum, Kerala",1750,,12800,
68016391,2026-03-19T05:45:05.000Z,1500000,600,₹,"8.4818612,76.9581849",,,12850,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
73237163,2026-02-28T22:30:39.000Z,11000000,5500,₹,"8.547645,76.913821",,2000,12850,3,3,North,,Trivandrum,3,"Trivandrum, Kerala",2000,,12800,
58732385,2026-03-16T23:31:22.000Z,21000000,8750,₹,"8.737947,76.713878",,59,,,5,North - West,1,Trivandrum,4,"Trivandrum, Kerala",2400,,12800,
81280055,2026-03-12T16:46:05.000Z,18000000,738,₹,"8.414266869,76.98632424",,,12800,,,,,Trivandrum,,"Trivandrum, Kerala",,,,
